"","PRIM_STATE","AREA_TYPE","NAICS","NAICS_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE"
"14216","MO","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",580,39.7,24.39,50730,9.4
"14217","MT","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",40,30.9,30.05,62510,17.3
"14218","NE","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",100,25.4,28.96,60240,6.5
"14219","NV","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",140,14,28.62,59520,6.9
"14220","NH","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",150,16.3,29.65,61660,8.2
"14221","NJ","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",480,33.9,24.78,51540,6.3
"14222","NM","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",50,29.7,29.43,61220,6
"14223","NY","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",1430,17.2,28.16,58560,4.5
"14224","NC","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",800,30.5,29.19,60710,6.2
"14225","OH","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",1300,31.9,24.29,50530,5.6
"14226","OR","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",250,17.4,31.32,65140,3.2
"14227","PA","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",1940,14.8,23.65,49200,3.7
"14228","RI","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",80,8.8,28.88,60080,6.9
"14229","SC","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",190,13.4,23.84,49590,3.1
"14230","SD","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",80,16.6,19.11,39760,3.9
"14231","TN","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",620,16.5,28.28,58810,9
"14232","TX","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",2220,18.2,32.42,67420,12.6
"14233","UT","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",130,28.8,31.75,66040,16.7
"14234","VA","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",2510,27.1,25.38,52790,5.6
"14235","WV","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",80,32.1,29.3,60950,12.4
"14236","AL","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",70,12.3,19.39,40330,3
"14237","AZ","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",340,23.7,17.14,35650,5.3
"14238","CA","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",1120,24,19.62,40810,3.6
"14239","CO","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",130,10.7,17.48,36360,3.4
"14240","FL","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",190,13.9,16.7,34740,2.1
"14241","ID","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",60,29.4,18.69,38870,10.8
"14242","IL","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",130,16.3,33.82,70340,4.1
"14243","IN","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",280,9,29.6,61560,4.7
"14244","IA","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",120,18.1,17.26,35900,3.6
"14245","KS","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",130,25,18.34,38140,2.7
"14246","KY","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",30,34,14.83,30850,5
"14247","LA","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",190,5,16.55,34410,2.1
"14248","MI","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",390,31.6,17.57,36540,3.9
"14249","MN","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",200,20.3,17.56,36530,2.2
"14250","MS","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",250,9.8,17.66,36730,2.8
"14251","MO","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",140,21,17.75,36910,4.6
"14252","NV","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",570,6,20.29,42210,3
"14253","NJ","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",110,19.3,18.83,39160,2.2
"14254","NM","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",190,18.6,15.42,32080,3
"14255","NY","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",100,24.8,19,39510,7.3
"14256","ND","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",70,27.2,18.89,39290,8
"14257","OH","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",200,5.7,29.12,60560,6.3
"14258","OK","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",1370,17.8,15,31210,1.8
"14259","OR","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",160,28.9,19.9,41400,4.2
"14260","PA","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",210,9.8,24.14,50210,3.9
"14261","SD","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",100,22.9,16.13,33540,3.6
"14262","WA","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",430,14.6,18.16,37760,4.3
"14263","WI","2","000000","Cross-industry","33-9031","Gambling Surveillance Officers and Gambling Investigators","detailed",120,15.9,14.85,30890,2.7
"14264","AL","2","000000","Cross-industry","33-9032","Security Guards","detailed",13380,7.3,13.51,28090,2.4
"14265","AK","2","000000","Cross-industry","33-9032","Security Guards","detailed",2190,16.9,20.9,43470,4.7
"14266","AZ","2","000000","Cross-industry","33-9032","Security Guards","detailed",25270,3.4,15.25,31710,1.3
"14267","AR","2","000000","Cross-industry","33-9032","Security Guards","detailed",5950,11.2,14.5,30150,2.9
"14268","CA","2","000000","Cross-industry","33-9032","Security Guards","detailed",158150,2.6,17.33,36040,1.1
"14269","CO","2","000000","Cross-industry","33-9032","Security Guards","detailed",12550,6.3,17.29,35960,2.4
"14270","CT","2","000000","Cross-industry","33-9032","Security Guards","detailed",10730,4.8,17.02,35390,1.8
"14271","DE","2","000000","Cross-industry","33-9032","Security Guards","detailed",3100,8.7,14.66,30490,3.1
"14272","DC","2","000000","Cross-industry","33-9032","Security Guards","detailed",13700,7.8,23.62,49130,3.2
"14273","FL","2","000000","Cross-industry","33-9032","Security Guards","detailed",80990,3.7,14.35,29850,2
"14274","GA","2","000000","Cross-industry","33-9032","Security Guards","detailed",30000,5.3,14.44,30040,2.1
"14275","HI","2","000000","Cross-industry","33-9032","Security Guards","detailed",8720,5.3,17,35370,1.7
"14276","ID","2","000000","Cross-industry","33-9032","Security Guards","detailed",2680,5,17.7,36810,10.3
"14277","IL","2","000000","Cross-industry","33-9032","Security Guards","detailed",40770,5.1,16.79,34920,1.8
"14278","IN","2","000000","Cross-industry","33-9032","Security Guards","detailed",16750,4.9,15.67,32590,2.4
"14279","IA","2","000000","Cross-industry","33-9032","Security Guards","detailed",5730,10.1,16.34,34000,3.6
"14280","KS","2","000000","Cross-industry","33-9032","Security Guards","detailed",5450,10.4,15.55,32330,2.3
"14281","KY","2","000000","Cross-industry","33-9032","Security Guards","detailed",12090,6.4,13.73,28560,2.1
"14282","LA","2","000000","Cross-industry","33-9032","Security Guards","detailed",17060,3.7,14,29110,3
"14283","ME","2","000000","Cross-industry","33-9032","Security Guards","detailed",1880,7.9,16.02,33320,2.3
"14284","MD","2","000000","Cross-industry","33-9032","Security Guards","detailed",23700,11.3,18.24,37930,3.6
"14285","MA","2","000000","Cross-industry","33-9032","Security Guards","detailed",19220,10.9,18.19,37830,1.4
"14286","MI","2","000000","Cross-industry","33-9032","Security Guards","detailed",22280,6.1,15.19,31590,2.1
"14287","MN","2","000000","Cross-industry","33-9032","Security Guards","detailed",10520,8.5,18.65,38800,2.5
"14288","MS","2","000000","Cross-industry","33-9032","Security Guards","detailed",9290,4.4,12.58,26170,2.9
"14289","MO","2","000000","Cross-industry","33-9032","Security Guards","detailed",15720,3.7,18.64,38770,2.4
"14290","MT","2","000000","Cross-industry","33-9032","Security Guards","detailed",1060,13.9,14.61,30390,2.3
"14291","NE","2","000000","Cross-industry","33-9032","Security Guards","detailed",4440,5.9,17.67,36760,2.8
"14292","NV","2","000000","Cross-industry","33-9032","Security Guards","detailed",19820,3.8,15.9,33070,3.4
"14293","NH","2","000000","Cross-industry","33-9032","Security Guards","detailed",2240,12.1,17.39,36170,2.9
"14294","NJ","2","000000","Cross-industry","33-9032","Security Guards","detailed",37970,4.3,16.62,34560,1.5
"14295","NM","2","000000","Cross-industry","33-9032","Security Guards","detailed",6790,10.4,14.26,29670,2.5
"14296","NY","2","000000","Cross-industry","33-9032","Security Guards","detailed",106850,6.4,18.8,39110,1.8
"14297","NC","2","000000","Cross-industry","33-9032","Security Guards","detailed",24430,6.7,16.31,33920,3.4
"14298","ND","2","000000","Cross-industry","33-9032","Security Guards","detailed",1310,12.1,16.58,34480,4.1
"14299","OH","2","000000","Cross-industry","33-9032","Security Guards","detailed",27270,4.2,16.66,34640,2.3
"14300","OK","2","000000","Cross-industry","33-9032","Security Guards","detailed",9500,10.8,16,33280,2.4
"14301","OR","2","000000","Cross-industry","33-9032","Security Guards","detailed",9430,10.6,16.35,34010,2.2
"14302","PA","2","000000","Cross-industry","33-9032","Security Guards","detailed",38980,4.9,15.14,31490,1.1
"14303","RI","2","000000","Cross-industry","33-9032","Security Guards","detailed",2920,10.4,15.77,32800,2.5
"14304","SC","2","000000","Cross-industry","33-9032","Security Guards","detailed",14350,5.6,15.22,31660,3.7
"14305","SD","2","000000","Cross-industry","33-9032","Security Guards","detailed",1240,5.4,15.11,31420,2.1
"14306","TN","2","000000","Cross-industry","33-9032","Security Guards","detailed",23070,4.5,14.9,30990,4
"14307","TX","2","000000","Cross-industry","33-9032","Security Guards","detailed",86310,3.5,15.25,31730,1.3
"14308","UT","2","000000","Cross-industry","33-9032","Security Guards","detailed",6130,4.7,17.72,36850,3.8
"14309","VT","2","000000","Cross-industry","33-9032","Security Guards","detailed",970,17.5,16.35,34000,2.4
"14310","VA","2","000000","Cross-industry","33-9032","Security Guards","detailed",28520,8.1,18.54,38570,2.7
"14311","WA","2","000000","Cross-industry","33-9032","Security Guards","detailed",18160,7.1,19.95,41490,3.2
"14312","WV","2","000000","Cross-industry","33-9032","Security Guards","detailed",4210,13.3,13.92,28950,2.8
"14313","WI","2","000000","Cross-industry","33-9032","Security Guards","detailed",9790,5.6,15.21,31640,1.4
"14314","WY","2","000000","Cross-industry","33-9032","Security Guards","detailed",770,12,17.51,36410,4.1
"14315","AL","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",500,7.8,12.79,26600,3.2
"14316","AK","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",190,34.1,28.36,58990,15.8
"14317","AZ","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",1480,20.3,12.98,27010,1.5
"14318","AR","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",160,46.2,13.28,27630,6.1
"14319","CA","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",5510,9.3,21.6,44920,2.9
"14320","CO","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",2050,11.6,16.25,33800,1.7
"14321","DE","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",460,19.5,15.12,31440,3.5
"14322","DC","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",340,7.7,18.85,39220,3.8
"14323","FL","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",6090,11.9,13.52,28120,1.5
"14324","GA","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",770,12,13.97,29060,2.5
"14325","ID","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",670,30,14.17,29480,6.2
"14326","IL","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",3700,17.7,17.7,36820,4.4
"14327","IN","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",1340,15.9,14.22,29570,2.8
"14328","IA","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",890,19.5,15.96,33190,4.6
"14329","KS","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",150,15,12.04,25040,4.1
"14330","KY","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",620,27.8,12.39,25760,2.5
"14331","LA","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",600,5.2,11.81,24570,3.4
"14332","ME","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",500,9.2,13.81,28720,2.2
"14333","MD","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",2110,8.5,14.4,29950,2.1
"14334","MA","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",1050,6.2,17.02,35410,2.6
"14335","MI","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",1720,12.5,12.96,26960,2.5
"14336","MN","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",160,18.5,18.09,37620,4.5
"14337","MS","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",270,9,10.76,22380,3.4
"14338","MT","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",170,22.9,15.58,32420,3.8
"14339","NE","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",40,2.5,10.81,22490,3.5
"14340","NV","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",550,38,14.44,30030,3.7
"14341","NH","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",510,15.1,15.54,32330,2.3
"14342","NJ","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",5730,4.7,17.44,36270,1.4
"14343","NM","2","000000","Cross-industry","33-9091","Crossing Guards and Flaggers","detailed",270,4.9,13.31,27670,2.7
